楼盘名称,房价(元/平方米),楼盘位置,建成年份,附近地铁站
九万方保润小区,14727,江岸/育才花桥,1992年建成,近地铁8号线竹叶山站
二七新二村,暂无,江岸/二七,1991年建成,近地铁1号线徐州新村站
徐州四村,暂无,江岸/二七,2000年建成,近地铁1号线徐州新村站
长湖地一村,暂无,江岸/二七,未知年建成,近地铁1号线徐州新村站
圣诚和园,18841,江岸/后湖,2010年建成,近地铁8号线中一路站
黄浦路252号,暂无,江岸/黄埔永清,未知年建成,近地铁8号线赵家条站
九龙阁,16985,江岸/台北香港路,2005年建成,近地铁6号线苗栗路站
城开星园,16577,江岸/堤角,2001年建成,近地铁1号线新荣站
丹水池村,暂无,江岸/百步亭,未知年建成,近地铁1号线新荣站
佳园小区,16590,江岸/百步亭,2000年建成,近地铁1号线新荣站
解放大道1982到2018号,暂无,江岸/百步亭,未知年建成,近地铁1号线丹水池站
解放大道2048堤角小区,16565,江岸/堤角,1997年建成,近地铁1号线新荣站
熊家台商储宿舍,暂无,江岸/台北香港路,2002年建成,近地铁6号线苗栗路站
金益大厦,22851,江岸/三阳路,2005年建成,近地铁1号线三阳路站
华智大厦,20148,江岸/三阳路,2005年建成,近地铁1号线大智路站
三阳社区,23094,江岸/三阳路,1996年建成,近地铁1号线大智路站
胜利街233号,暂无,江岸/三阳路,1996年建成,近地铁1号线大智路站
车站街辅堂社区,暂无,江岸/大智路,1996年建成,近地铁1号线大智路站
东方大厦,16957,江岸/大智路,1996年建成,近地铁1号线大智路站
解放公园路,暂无,江岸/黄埔永清,1998年建成,近地铁1号线三阳路站
进化村,21201,江岸/三阳路,1996年建成,近地铁1号线三阳路站
俊华雅苑,30888,江岸/三阳路,2004年建成,近地铁8号线黄浦路站
太平社区,20682,江岸/三阳路,2000年建成,近地铁1号线三阳路站
三阳广场,19310,江岸/三阳路,1999年建成,近地铁1号线三阳路站
馨悦国际,30542,江岸/大智路,2012年建成,近地铁1号线大智路站
六合花园,32322,江岸/三阳路,2004年建成,近地铁1号线三阳路站
外滩棕榈泉,40332,江岸/三阳路,2006年建成,近地铁1号线三阳路站
解放南路,17692,江岸/大智路,未知年建成,近地铁1号线大智路站
安静社区,18695,江岸/大智路,1996年建成,近地铁1号线循礼门站
同庆阁小区,16626,江岸/大智路,1998年建成,近地铁1号线大智路站
金门路,18819,江岸/台北香港路,1990年建成,近地铁6号线苗栗路站
模范路,19070,江岸/台北香港路,1998年建成,近地铁6号线苗栗路站
球场路,15603,江岸/台北香港路,1998年建成,近地铁6号线苗栗路站
台中新居,21399,江岸/台北香港路,2003年建成,近地铁6号线苗栗路站
西马街金门社区,20186,江岸/台北香港路,1990年建成,近地铁1号线大智路站
滨江苑二期,31238,江岸/黄埔永清,2004年建成,近地铁1号线头道街站
竹叶新村,16322,江岸/唐家墩,1992年建成,近地铁8号线竹叶山站
永清路39号,暂无,江岸/黄埔永清,1998年建成,近地铁3号线赵家条站
永清路45号,暂无,江岸/黄埔永清,1998年建成,近地铁3号线赵家条站
长江委酒宝荡小区,17203,江岸/黄埔永清,1993年建成,近地铁3号线惠济二路站
江汉北路18号,19337,江岸/台北香港路,1992年建成,近地铁1号线循礼门站
江汉北路50号,暂无,江岸/台北香港路,1998年建成,近地铁1号线循礼门站
渣家路,19391,江岸/台北香港路,1985年建成,近地铁1号线循礼门站
金岛御璟世家,22747,江岸/后湖,2016年建成,近地铁3号线罗家庄站
解放公园41号,16881,江岸/黄埔永清,未知年建成,近地铁1号线三阳路站
解放公园41号,16881,江岸/黄埔永清,未知年建成,近地铁1号线三阳路站
鹏程花苑,19999,江岸/台北香港路,2003年建成,近地铁6号线苗栗路站
球场花园,18182,江岸/台北香港路,1998年建成,近地铁6号线苗栗路站
解放大道1465到1497号,暂无,江岸/台北香港路,1998年建成,近地铁1号线大智路站
泰宁社区,暂无,江岸/前进江汉,1996年建成,近地铁1号线循礼门站
滨江苑三期,29102,江岸/黄埔永清,2005年建成,无地铁
光明上海公馆,19980,江岸/塔子湖,2015年建成,近地铁8号线塔子湖站
小南湖芬香苑,18595,江岸/台北香港路,2001年建成,无地铁
台颐公寓,13758,江岸/台北香港路,1997年建成,无地铁
新香港大厦,18778,江岸/台北香港路,1997年建成,近地铁6号线苗栗路站
百帝苑,26033,江岸/台北香港路,2006年建成,近地铁6号线苗栗路站
盛和嘉园,33580,江岸/三阳路,2004年建成,近地铁1号线三阳路站
常阳永清城,42774,江岸/黄埔永清,2007年建成,近地铁8号线黄浦路站
现代城市广场,24673,江岸/三阳路,2004年建成,近地铁1号线三阳路站
现代城四区,23184,江岸/百步亭,2017年建成,近地铁1号线丹水池站
中胜国际,16620,江岸/后湖,2015年建成,近地铁8号线竹叶山站
梦湖香郡,31210,江岸/塔子湖,2013年建成,近地铁8号线塔子湖站
银泰御华园二期,25366,江岸/百步亭,2014年建成,近地铁3号线兴业路站
金茂小区,19266,江岸/台北香港路,1999年建成,近地铁1号线循礼门站
黄埔人家,23474,江岸/二七,2006年建成,近地铁1号线头道街站
香杉花园,24029,江岸/二七,2003年建成,近地铁3号线二七小路站
德润大厦,17989,江岸/大智路,2004年建成,近地铁1号线循礼门站
外滩洞庭首府,23834,江岸/前进江汉,2006年建成,近地铁2号线江汉路站
金色未来,22576,江岸/大智路,2001年建成,近地铁1号线大智路站
盈安大厦,暂无,江岸/大智路,未知年建成,近地铁1号线大智路站
湖边坊人家,20901,江岸/台北香港路,2003年建成,近地铁1号线三阳路站
金融街壹号,暂无,江岸/育才花桥,2018年建成,近地铁3号线赵家条站
台北名居,20004,江岸/台北香港路,2006年建成,近地铁1号线循礼门站
人和公寓,暂无,江岸/二七,2012年建成,近地铁3号线罗家庄站
洞庭街13号,10850,江岸/前进江汉,1997年建成,近地铁2号线江汉路站
人和公寓,暂无,江岸/二七,2012年建成,近地铁3号线罗家庄站
远洋大厦,暂无,江岸/台北香港路,1998年建成,近地铁6号线苗栗路站
万科阅庐,暂无,江岸/台北香港路,2016年建成,近地铁6号线苗栗路站
汉港大厦,14592,江岸/大智路,1992年建成,近地铁2号线江汉路站
玉龙居小区,暂无,江岸/大智路,未知年建成,无地铁
统建新干线,暂无,江岸/堤角,2018年建成,无地铁
邮局大院,暂无,江岸/三阳路,未知年建成,近地铁1号线三阳路站
五福路76号,暂无,江岸/三阳路,未知年建成,近地铁1号线三阳路站
黄浦雅苑,25949,江岸/黄埔永清,1998年建成,近地铁8号线黄浦路站
市无线电厂宿舍,暂无,江岸/育才花桥,未知年建成,近地铁6号线三眼桥站
聚龙大厦,暂无,江岸/二七,未知年建成,近地铁1号线头道街站
球场路4号,15675,江岸/台北香港路,未知年建成,近地铁6号线苗栗路站
金汉花园,19244,江岸/育才花桥,2003年建成,近地铁3号线香港路站
佳海华苑,19916,江岸/后湖,2003年建成,近地铁3号线兴业路站
台北二路2到8号,暂无,江岸/台北香港路,未知年建成,无地铁
江花商住楼,12900,江岸/育才花桥,未知年建成,近地铁3号线赵家条站
育红苑,13829,江岸/育才花桥,1999年建成,近地铁3号线惠济二路站
武汉市育才小学宿舍,暂无,江岸/育才花桥,1997年建成,近地铁3号线香港路站
园丰供电小区,13916,江岸/唐家墩,2003年建成,近地铁6号线唐家墩站
武汉市人大机关宿舍,暂无,江岸/育才花桥,未知年建成,无地铁
华庭公寓,11270,江岸/百步亭,2013年建成,近地铁阳逻线百步亭花园路站
云林街4号,暂无,江岸/台北香港路,未知年建成,无地铁
台东路21号,暂无,江岸/台北香港路,未知年建成,无地铁
金惠公寓,26192,江岸/黄埔永清,2003年建成,无地铁
长春街56号,暂无,江岸/黄埔永清,未知年建成,无地铁
兰陵路6号,16922,江岸/三阳路,未知年建成,无地铁
跃进家园B区,暂无,江岸/塔子湖,未知年建成,无地铁
金湖公寓,暂无,江岸/台北香港路,未知年建成,近地铁3号线香港路站
天津路8号,20204,江岸/大智路,未知年建成,无地铁
武汉食检所,18599,江岸/二七,未知年建成,无地铁
大智小区,17384,江岸/大智路,2011年建成,近地铁1号线大智路站
环保局宿舍,14972,江岸/育才花桥,未知年建成,近地铁8号线竹叶山站
惠济路19号,19908,江岸/黄埔永清,未知年建成,近地铁3号线惠济二路站
黎黄陂路4号,18656,江岸/三阳路,未知年建成,无地铁
丹枫苑二期,17058,江岸/百步亭,2006年建成,近地铁1号线丹水池站
教委幸福楼,暂无,江岸/育才花桥,未知年建成,无地铁
解放公园路65号,暂无,江岸/黄埔永清,未知年建成,无地铁
蔡家田休养所,17829,江岸/育才花桥,未知年建成,无地铁
为群三村,暂无,江岸/二七,1995年建成,近地铁1号线徐州新村站
育才二小教工宿舍,15463,江岸/育才花桥,未知年建成,近地铁3号线惠济二路站
武咨大厦,暂无,江岸/大智路,未知年建成,近地铁2号线江汉路站
轴馨苑,暂无,江岸/百步亭,未知年建成,无地铁
张自忠路1号,31741,江岸/黄埔永清,未知年建成,无地铁
黄兴路3号,10975,江岸/大智路,未知年建成,近地铁1号线大智路站
融科天城五期,暂无,江岸/三阳路,未知年建成,无地铁
长湖地三村,暂无,江岸/百步亭,未知年建成,近地铁1号线徐州新村站
汉口招待所,暂无,江岸/黄埔永清,未知年建成,近地铁3号线赵家条站
武汉市委机关宿舍,暂无,江岸/黄埔永清,未知年建成,无地铁
铭新大厦,暂无,江岸/大智路,未知年建成,无地铁
新荣苑,暂无,江岸/百步亭,未知年建成,无地铁
长春街65号,暂无,江岸/黄埔永清,未知年建成,无地铁
前九万方一村,暂无,江岸/育才花桥,2000年建成,近地铁3号线惠济二路站
高雄路27到29号,暂无,江岸/台北香港路,未知年建成,近地铁6号线苗栗路站
田园二村,暂无,江岸/堤角,未知年建成,近地铁1号线新荣站
亚单角,暂无,江岸/台北香港路,未知年建成,近地铁6号线苗栗路站
四唯路45号,暂无,江岸/三阳路,未知年建成,近地铁1号线三阳路站
解放大道1725到1729号,暂无,江岸/台北香港路,未知年建成,无地铁
新华苑,暂无,江岸/前进江汉,未知年建成,无地铁
丹水池铁塔厂宿舍,暂无,江岸/百步亭,未知年建成,无地铁
香港路171号,暂无,江岸/台北香港路,未知年建成,无地铁
球场路附52号小区,暂无,江岸/台北香港路,未知年建成,无地铁
三眼桥四村,暂无,江岸/育才花桥,未知年建成,无地铁
美联联邦生活区美联国际时区loft,暂无,江岸/塔子湖,未知年建成,无地铁
苗栗路135到139号,19632,江岸/台北香港路,1999年建成,近地铁6号线苗栗路站
新地东方花都B区,16017,江岸/后湖,2006年建成,近地铁3号线兴业路站
金桥福景苑,暂无,江岸/后湖,2003年建成,无地铁
鼎盛华城,19174,江岸/后湖,2013年建成,近地铁3号线兴业路站
东方世家,16325,江岸/后湖,2006年建成,近地铁1号线头道街站
幸福人家南苑,17253,江岸/后湖,2006年建成,近地铁3号线兴业路站
田园小区,13259,江岸/唐家墩,1998年建成,近地铁6号线唐家墩站
花桥一村,16944,江岸/育才花桥,1996年建成,近地铁3号线惠济二路站
德才里,17373,江岸/唐家墩,1991年建成,近地铁8号线竹叶山站
德盛大厦,16243,江岸/唐家墩,2004年建成,近地铁8号线竹叶山站
武铁黄埔小区,16777,江岸/二七,1995年建成,近地铁3号线二七小路站
东新熙园,19799,江岸/二七,2005年建成,近地铁1号线徐州新村站
世纪家园,16305,江岸/后湖,2002年建成,近地铁8号线中一路站
江大路20号,18804,江岸/育才花桥,1999年建成,近地铁8号线赵家条站
惠济一路,暂无,江岸/育才花桥,2001年建成,近地铁3号线惠济二路站
安居苑D区,16223,江岸/百步亭,2000年建成,近地铁阳逻线百步亭花园路站
文卉苑,18696,江岸/百步亭,2012年建成,近地铁阳逻线百步亭花园路站
育才三村,16925,江岸/育才花桥,1991年建成,近地铁3号线惠济二路站
徐州三村,暂无,江岸/二七,2001年建成,近地铁1号线徐州新村站
红桥公寓,13689,江岸/育才花桥,1996年建成,近地铁6号线三眼桥站
天成花园,15997,江岸/育才花桥,1998年建成,近地铁6号线三眼桥站
东亚大厦,18093,江岸/黄埔永清,2004年建成,近地铁3号线赵家条站
金融花园,17669,江岸/台北香港路,1999年建成,近地铁3号线香港路站
金融花园,17669,江岸/台北香港路,1999年建成,近地铁3号线香港路站
澎湖高级公寓,17671,江岸/台北香港路,1998年建成,近地铁1号线大智路站
福隆花园,21113,江岸/台北香港路,1998年建成,近地铁6号线苗栗路站
高雄小区,16233,江岸/台北香港路,1998年建成,近地铁6号线苗栗路站
高雄88号,暂无,江岸/台北香港路,1999年建成,近地铁6号线苗栗路站
上滑坡小区,19114,江岸/黄埔永清,1990年建成,近地铁8号线赵家条站
仁义社区,30327,江岸/黄埔永清,1992年建成,近地铁1号线黄浦路站
袁家墩,30798,江岸/三阳路,1995年建成,近地铁1号线三阳路站
融科天城二期,39502,江岸/三阳路,2010年建成,近地铁1号线大智路站
长青广场,27547,江岸/三阳路,2002年建成,近地铁1号线大智路站
中城国际,34375,江岸/三阳路,2012年建成,近地铁1号线大智路站
中福时代,25095,江岸/三阳路,2005年建成,近地铁1号线三阳路站
大智嘉园,30039,江岸/大智路,2011年建成,近地铁1号线大智路站
格格屋,20779,江岸/大智路,2008年建成,近地铁1号线大智路站
融科天城一期,34330,江岸/三阳路,2008年建成,近地铁1号线大智路站
云宏大厦,18157,江岸/三阳路,1998年建成,近地铁1号线三阳路站
铭新小区,19467,江岸/大智路,1996年建成,近地铁1号线大智路站
胜利街232大院,25521,江岸/三阳路,1996年建成,近地铁1号线三阳路站
扶轮大厦,22769,江岸/三阳路,2010年建成,无地铁
江花庭院,33933,江岸/三阳路,2000年建成,近地铁1号线三阳路站
惠济路47号,26160,江岸/黄埔永清,1988年建成,近地铁3号线惠济二路站
永清路37号,19178,江岸/黄埔永清,1993年建成,近地铁8号线赵家条站
永清路33号,暂无,江岸/黄埔永清,1993年建成,近地铁3号线赵家条站
永清小路17号,暂无,江岸/黄埔永清,1993年建成,近地铁3号线赵家条站
赵家条公寓,15849,江岸/黄埔永清,1999年建成,近地铁3号线赵家条站
